분류,명칭,주소,행정 시,행정 구,행정 동,X,Y
문화재유산|문화재구분|조형물,제생원(濟生院) 터,서울특별시 종로구 계동 140-2번지,서울특별시,종로구,가회동,126.9873971,37.5784138
문화재유산|문화재구분|조형물,제용감터(濟用監),서울특별시 종로구 중학동 54번지,서울특별시,종로구,종로1.2.3.4가동,126.9792124,37.5744174
문화재유산|문화재구분|종교문화재,조계사,서울특별시 종로구 견지동 45번지,서울특별시,종로구,종로1.2.3.4가동,126.9823368,37.5739012
문화재유산|문화재구분|조형물,조선건국동맹터(朝鮮建國同盟址),서울특별시 종로구 경운동 89-4번지,서울특별시,종로구,종로1.2.3.4가동,126.9852696,37.5759208
문화재유산|문화재구분|조형물,조지서(造紙署) 터,서울특별시 종로구 신영동 49-6번지,서울특별시,종로구,부암동,126.9612883,37.6028904
문화재유산|문화재구분|종묘,종묘,서울특별시 종로구 훈정동 1-2 종묘,서울특별시,종로구,종로1.2.3.4가동,126.9940942,37.5746664
문화재유산|문화재구분|조형물,종부시(宗簿寺) 터,서울특별시 종로구 와룡동 139번지,서울특별시,종로구,종로1.2.3.4가동,126.9901739,37.5764133
문화재유산|문화재구분|조형물,종친부터(宗親府址),서울특별시 종로구 소격동 165번지,서울특별시,종로구,삼청동,126.9805749,37.5795174
문화재유산|문화재구분|조형물,종침교(琮琛橋) 터,서울특별시 종로구 내자동 일반 223번지,서울특별시,종로구,사직동,126.9716,37.5754
문화재유산|문화재구분|조형물,좌포도청(左捕盜廳) 터,서울특별시 종로구 종로3가 123-2,서울특별시,종로구,종로1.2.3.4가동,126.9912948,37.5701252
문화재유산|문화재구분|조형물,죽동궁터(竹洞宮址),서울특별시 종로구 관훈동 194-35번지,서울특별시,종로구,종로1.2.3.4가동,126.984469,37.5724164
문화재유산|문화재구분|조형물,준천사터(濬川司址),서울특별시 종로구 관수동 152-1번지,서울특별시,종로구,종로1.2.3.4가동,126.9893086,37.5684728
문화재유산|문화재구분|조형물,중앙학림,서울특별시 종로구 명륜1가 5-1번지,서울특별시,종로구,혜화동,127.0003884,37.5916677
문화재유산|문화재구분|조형물,중학당터(中學堂址),서울특별시 종로구 중학동 18-6번지,서울특별시,종로구,종로1.2.3.4가동,126.9800251,37.5756422
문화재유산|문화재구분|조형물,지석영(池錫永) 집터,서울특별시 종로구 낙원동 일반1번지,서울특별시,종로구,종로1.2.3.4가동,126.9885,37.5725
문화재유산|문화재구분|조형물,지청천(池靑天)장군 집터,서울특별시 종로구 삼청동 37-1번지,서울특별시,종로구,삼청동,126.9817303,37.5862815
문화재유산|문화재구분|조형물,진단학회(震檀學會) 터,서울특별시 종로구 재동 23번지,서울특별시,종로구,가회동,126.9853047,37.5794084
문화재유산|문화재구분|궁궐,창경궁,서울특별시 종로구 와룡동 2-1,서울특별시,종로구,종로1.2.3.4가동,126.9950431,37.5805909
문화재유산|문화재구분|궁궐,창덕궁,서울특별시 종로구 와룡동 2-71,서울특별시,종로구,종로1.2.3.4가동,126.9913206,37.5827758
문화재유산|문화재구분|도성,창의문,서울특별시 종로구 청운동 (창의문),서울특별시,종로구,청운효자동,126.9692916,37.5891866
문화재유산|문화재구분|조형물,척화비(斥和碑) 있던 곳,서울특별시 종로구 관철동 일반 102-7번지,서울특별시,종로구,종로1.2.3.4가동,126.985973,37.5691073
문화재유산|문화재구분|건축,천도교 중앙대교당,서울특별시 종로구 경운동 88,서울특별시,종로구,종로1.2.3.4가동,126.9862771,37.5753081
문화재유산|문화재구분|조형물,천상열차분야지도각석,서울특별시 종로구  세종로 1-57 국립고궁박물관,서울특별시,종로구,청운효자동,126.9767338,37.5764273
문화재유산|문화재구분|종교문화재,청량산괘불탱,서울특별시 종로구 창신동 130-3 안양암내,서울특별시,종로구,창신1동,127.013769,37.5755637
문화재유산|문화재구분|종교문화재,청룡사,서울특별시 종로구 숭인동 17-1번지,서울특별시,종로구,숭인1동,127.0167666,37.5799125
문화재유산|문화재구분|조형물,청송당(聽松堂) 터,서울특별시 종로구 청운동 일반 89-3번지,서울특별시,종로구,청운효자동,126.9692916,37.5891866
문화재유산|문화재구분|가옥,체부동 홍종문 가옥,서울특별시 종로구 체부동 158,서울특별시,종로구,사직동,126.9701009,37.5775321
문화재유산|문화재구분|조형물,촛대바위,서울특별시 종로구 무악동,서울특별시,종로구,무악동,126.9580981,37.5760084
문화재유산|문화재구분|조형물,총융청(摠戎廳)터,서울특별시 종로구 신영동 219-4번지,서울특별시,종로구,부암동,126.9609583,37.6031805
문화재유산|문화재구분|조형물,최규식 경무관 동상,서울특별시 종로구 청운동 산 1-1,서울특별시,종로구,청운효자동,126.9693998,37.5907634
문화재유산|문화재구분|조형물,최시형순교(崔時亨殉敎) 터,서울특별시 종로구 묘동 59-7번지,서울특별시,종로구,종로1.2.3.4가동,126.9922221,37.5710835
문화재유산|문화재구분|조형물,충훈부터(忠勳府址),서울특별시 종로구 관훈동 130-3번지,서울특별시,종로구,종로1.2.3.4가동,126.9834954,37.5754369
문화재유산|문화재구분|조형물,취운정터(聚雲亭址),서울특별시 종로구 삼청동 25-23,서울특별시,종로구,삼청동,126.9849145,37.5873918
문화재유산|문화재구분|조형물,치마바위,서울특별시 종로구 무악동,서울특별시,종로구,무악동,126.9580981,37.5760084
문화재유산|문화재구분|누정,침류각,서울특별시 종로구 세종로 1,서울특별시,종로구,청운효자동,126.9767743,37.5866061
문화재유산|문화재구분|조형물,탑골공원 사적비,서울 종로구 종로2가 탑골공원내,서울특별시,종로구,종로1.2.3.4가동,126.9895626,37.5705897
문화재유산|문화재구분|조형물,탕춘대한지마을터(蕩春臺韓紙村址),서울특별시 종로구 신영동 136-8번지,서울특별시,종로구,부암동,126.9608133,37.6011658
문화재유산|문화재구분|문묘,탕평비,서울특별시 종로구 명륜동 3가,서울특별시,종로구,종로1.2.3.4가동,126.9931,37.5875
문화재유산|문화재구분|조형물,통례원터(通禮院址),서울특별시 종로구 와룡동 138번지,서울특별시,종로구,종로1.2.3.4가동,126.9901288,37.5766756
문화재유산|문화재구분|조형물,평창(平倉) 터,서울특별시 종로구  평창동 339번지,서울특별시,종로구,평창동,126.9666929,37.6061187
문화재유산|문화재구분|조형물,하마비(下馬碑),서울특별시 종로구 숭인동 238-1번지,서울특별시,종로구,숭인2동,127.0183336,37.57298
문화재유산|문화재구분|조형물,한국일보사 창간 20주년 기념비,서울특별시 종로구 삼청동 산2 (삼청공원),서울특별시,종로구,삼청동,126.9808095,37.5885407
문화재유산|문화재구분|조형물,한성부동부관아(漢城府東部官衙) 터,서울특별시 종로구 인의동 48-26번지,서울특별시,종로구,종로1.2.3.4가동,126.9979711,37.5718913
문화재유산|문화재구분|조형물,한성부북부관아(漢城府北部官衙) 터,서울특별시 종로구 사간동 70번지,서울특별시,종로구,삼청동,126.9798723,37.5777304
문화재유산|문화재구분|조형물,한성임시정부(漢城臨時政府) 터,서울특별시 종로구 내수동 71번지,서울특별시,종로구,사직동,126.9713114,37.5739782
문화재유산|문화재구분|조형물,한성재판소(漢城裁判所) 터,서울특별시 종로구 서린동 일반 154-1번지,서울특별시,종로구,종로1.2.3.4가동,126.9803876,37.5695042
문화재유산|문화재구분|조형물,한성전보총국(漢城電報總局) 터,서울특별시 종로구 세종로 일반 80-1,서울특별시,종로구,사직동,126.9767571,37.5802853
문화재유산|문화재구분|조형물,한양의원터(漢陽醫院址),서울특별시 종로구 낙원동 146번지,서울특별시,종로구,종로1.2.3.4가동,126.9892967,37.5717158
문화재유산|문화재구분|예술가의집,한용운(韓龍雲 1879-1944)家,서울특별시 종로구 계동 43,서울특별시,종로구,가회동,126.9870346,37.5815152
문화재유산|문화재구분|조형물,함석헌 선생 시비,서울특별시 종로구 동숭동 1-119 마로니에공원내,서울특별시,종로구,이화동,127.002437,37.5809403
문화재유산|문화재구분|가옥,해공 신익희 가옥,서울특별시 종로구 효자동 164-2,서울특별시,종로구,청운효자동,126.9723239,37.5819933
문화재유산|문화재구분|조형물,현진건집터(玄鎭健家址),서울특별시 종로구 부암동 325-2번지,서울특별시,종로구,부암동,126.9630068,37.5914055
문화재유산|문화재구분|조형물,형조(刑曹) 터,서울특별시 종로구 세종로 61-3번지,서울특별시,종로구,청운효자동,126.9702003,37.5839605
문화재유산|문화재구분|조형물,혜정교(惠政橋) 터,서울특별시 종로구 세종로동 일반 2-13번지,서울특별시,종로구,청운효자동,126.979642,37.573033
문화재유산|문화재구분|가옥,혜화동 김상협 가옥,서울특별시 종로구 혜화동 15-139,서울특별시,종로구,혜화동,127.0013976,37.5895801
문화재유산|문화재구분|도성,혜화문,서울특별시 종로구 혜화동,서울특별시,종로구,종로1.2.3.4가동,127.0005764,37.5869186
문화재유산|문화재구분|조형물,호조(戶曹) 터,서울특별시 종로구 세종로 119번지,서울특별시,종로구,종로1.2.3.4가동,126.9780181,37.5710617
문화재유산|문화재구분|도성,홍지문 및 탕춘대성,서울특별시 종로구홍지동 산4,서울특별시,종로구,부암동,126.9582734,37.598465
문화재유산|문화재구분|궁궐,홍화문,서울특별시 종로구 와룡동 2-1 창경궁,서울특별시,종로구,종로1.2.3.4가동,126.9950431,37.5805909
문화재유산|문화재구분|조형물,화기도감(火器都監) 터,서울특별시 종로구 화동 2번지,서울특별시,종로구,삼청동,126.9831241,37.5807844
문화재유산|문화재구분|조형물,황성신문(皇城新聞) 터,서울특별시 종로구 종로1가 20-3번지,서울특별시,종로구,종로1.2.3.4가동,126.9797265,37.5703153
문화재유산|문화재구분|누정,황학정,서울특별시 종로구 사직동 산1-1,서울특별시,종로구,사직동,126.9685375,37.5764899
문화재유산|문화재구분|조형물,훈련도감(訓練都監) 터,서울특별시 종로구 신문로1가 58-1번지,서울특별시,종로구,사직동,126.972266,37.5704148
문화재유산|문화재구분|조형물,흥화문(興化門) 터,서울특별시 종로구 신문로1가 58-1번지,서울특별시,종로구,사직동,126.972266,37.5704148
